hyponym,hypernym,label,split
loyalty,aspect,0,test
coulter,dembski,0,test
tramadol,opioid,1,test
jpeg,algorithm,1,test
bong,implement,1,test
mcom,courses,0,test
freezer,appliance,1,test
serf,orestes,0,test
rhapsody,hollywood,0,test
ralon,foe,0,test
protandry,strategy,0,test
bulawayo,zimbabwe,0,test
sociologist,academic,1,test
abkhazia,aggressor,0,test
barker,dunigan,0,test
marvel,newsarama,0,test
jasmine,flower,1,test
riley,merceds,0,test
metamorphism,silicate,0,test
llefelys,aunt,0,test
arinc,standard,0,test
turnover,calculation,0,test
iranologists,assyriologist,0,test
wing,eagle,0,test
civilian,op20g,0,test
cinnoline,naphthyridine,0,test
zrn,nitride,1,test
bacchylides,poet,1,test
osse,island,0,test
giffords,afake,0,test
favour,coach,0,test
tatay,writer,0,test
girdle,lingerie,1,test
hypotonia,manifestation,1,test
selling,skill,1,test
song,award,0,test
uncertainty,dreyer,0,test
thalheimer,ceo,0,test
feather,waste,0,test
burberry,label,1,test
bank,amenity,1,test
actinoleutin,antibiotic,1,test
penarddun,aunt,0,test
ferrari,car,1,test
colour,second,0,test
leibowitz,achampion,0,test
atlanticsaidpreposterous,history,0,test
ryloth,planet,1,test
champu,poetry,0,test
netmq,ømq,0,test
drogba,discussion,0,test
citibank,bank,1,test
sarkodie,artiste,1,test
standing,gibernau,0,test
tswa,mozambique,0,test
pleasure,indulgence,0,test
panhard,car,0,test
conjunction,operation,1,test
akira,wrestler,1,test
stigmasterol,phytosterols,1,test
bba,courses,0,test
ssri,medication,0,test
reflexnotebook,reseller,1,test
mariomikebuda,comrade,0,test
aquinas,churchman,1,test
hollyoaks,manager,0,test
russell,writer,1,test
chambers,apsychopathic,0,test
versionopencanvas,plusha,0,test
visicalc,graphic,0,test
software,arial,0,test
rate,infusion,0,test
clubhouse,jessie,0,test
lokmat,daily,1,test
anecdote,category,0,test
aswan,egypt,0,test
kishore,veerappan,0,test
hydroxylysine,lysine,1,test
flamethrower,gear,1,test
allegation,justification,0,test
ten,micrometer,0,test
super8,cement,0,test
ubs,bank,1,test
quinazoline,naphthyridine,0,test
fraternity,association,1,test
dga,sma,0,test
hypusine,lysine,0,test
philip,abarbarian,0,test
gentechpc,reseller,0,test
3326,jackson,0,test
sic,additive,0,test
720p,resolution,1,test
wangara,soninke,1,test
hydrocodone,opioid,1,test
rico,gangster,0,test
dicaearchus,peripatetics,0,test
basel,legate,0,test
adjective,operation,0,test
ssl,lactylate,1,test
speed,methylamphetamine,1,test
discontent,population,0,test
burmester,option,0,test
prohibition,contravention,0,test
robertson,cigs,0,test
hebrews,gentiles,0,test
so3,acid,1,test
stalactite,speleothem,1,test
pumpkinseed,panfish,0,test
position,producer,0,test
naran,stop,0,test
riddle,folklore,0,test
removal,mean,0,test
stripper,waitress,0,test
météomédia,french,0,test
sulphur,additive,1,test
precausal,limitation,0,test
thesafe,milkmaterial,0,test
shortcut,tooltip,0,test
liao,tribute,0,test
shipbuilder,crew,0,test
excitement,sentiment,1,test
dinitrogen,dissociation,0,test
powder,vim,0,test
stephano,olaf,0,test
motorola,corporation,1,test
brother,bruce,0,test
annotation,report,0,test
caramel,variety,0,test
beach,rome,0,test
island,dirt,0,test
brachiopod,fossil,1,test
qatra,ekron,0,test
minibus,variant,0,test
november,estrada,0,test
h3bo3,reactant,1,test
mărtineşti,commune,0,test
crappie,panfish,1,test
gantz,series,1,test
sextant,instrument,1,test
trealaw,village,1,test
mind,world,0,test
kohl,chain,0,test
nekron,hal,0,test
leste,headland,1,test
trehafod,village,1,test
scar,account,0,test
prep,prevention,0,test
career,associate,0,test
sabor,appearance,0,test
amend,angèle,0,test
magnum,series,1,test
samini,artiste,1,test
klauss,inmate,0,test
statue,livia,0,test
wang,head,0,test
methyllysine,lysine,1,test
vernotte,worker,0,test
genzyme,cholestagel,0,test
confusion,vliet,0,test
penicillin,antibiotic,1,test
disney,partner,0,test
rdf,standard,1,test
adversity,complacence,0,test
tarsatica,amunicipiummacmullen,0,test
enactment,support,0,test
thioindigo,dye,1,test
bangkok,destination,0,test
naughtinessas,thalberg,0,test
android,api,0,test
bubble,defect,0,test
darkness,kala,0,test
robotic,setting,0,test
governmentality,theart,0,test
mobile,category,0,test
album,acclaim,0,test
testis,tissue,0,test
hopanoid,phytosterols,0,test
muslims,ahmadi,0,test
hide,byproduct,0,test
akihito,emperor,1,test
gunfire,lyric,0,test
serum,stimulus,0,test
ducktail,hairstyle,1,test
tamiflu,antiviral,1,test
valderrama,ponch,0,test
anchorome,island,1,test
camp,transnistria,0,test
buddha,orissa,0,test
academic,diplomat,0,test
bpharm,courses,1,test
super,othersupergauge,0,test
novatian,priest,1,test
douglas,dc4,0,test
ramanujacharya,vaishnavas,0,test
angiogenesis,training,0,test
christ,saviour,1,test
percentage,unit,1,test
jaijaiwanti,ragas,1,test
negation,operation,1,test
single,play,0,test
y2o3,additive,0,test
ammonite,fossil,1,test
neidan,waidan,0,test
geez,arabic,0,test
protozoa,parasite,1,test
literature,sign,0,test
savoy,antipope,1,test
taschen,publisher,1,test
levsinex,hyoscyamine,1,test
percywho,everyone,0,test
amount,setting,0,test
tablet,category,0,test
accelerator,additive,0,test
rimantadine,medication,1,test
rose,ricketts,0,test
camera,capability,0,test
nulev,hyoscyamine,1,test
methicillin,antibiotic,1,test
barbarian,primitive,1,test
quintilian,rhetoric,0,test
miletos,thetis,0,test
mignolet,beingone,0,test
obama,hitler,0,test
crossyne,amaryllidaceae,1,test
woodbridge,asistertown,0,test
westlife,boyband,1,test
huizong,reformers,0,test
levbid,hyoscyamine,1,test
ceo,alumnus,0,test
lasv,arenaviruses,0,test
jack,npc,0,test
worklight,platform,0,test
bouchiki,salameh,0,test
wheesung,producer,1,test
levsin,hyoscyamine,1,test
cisco,corporation,1,test
brutus,rome,0,test
reconstruction,setting,0,test
sasi,celebrity,1,test
jungle,metaphor,0,test
strato,peripatetics,0,test
iturbide,emperor,1,test
wizin,play,0,test
dodgy,benone,0,test
dreamcast,console,1,test
stapedectomy,stapedotomy,0,test
orchestra,instrument,0,test
shopping,need,0,test
richarddickytremayne,compatriot,0,test
horus,guardian,0,test
metsovo,village,1,test
neuroethology,neuroscience,1,test
font,typeface,1,test
temple,building,1,test
wiley,publisher,1,test
dishwasher,appliance,1,test
rama,prophets,0,test
thenormalwoman,morebabynesstrait,0,test
pyrrolysine,lysine,1,test
training,apprentice,0,test
zikrin,ekron,0,test
huizong,captive,0,test
lethargy,manifestation,0,test
supermarket,greenergy,0,test
reliquary,rune,0,test
linguistic,specialty,1,test
touchscreen,capability,1,test
brittany,count,0,test
inthe,history,0,test
caganer,catalonia,0,test
cma,firm,1,test
persecution,reason,0,test
goschen,chancellor,1,test
sappho,poet,1,test
limonene,volatile,0,test
detail,themaydayepisode,0,test
stark,animator,1,test
monterey,cooder,0,test
palenque,viñales,0,test
securom,scheme,0,test
la2o3,oxide,1,test
sportswear,line,1,test
gaul,emperor,0,test
shriver,researcher,1,test
generallyheelingi,skating,0,test
ground,fossil,0,test
ultraman,superhero,1,test
classroom,prank,0,test
ultrasound,test,0,test
astronomy,theory,0,test
grenache,varietal,1,test
chester,antic,0,test
guitar,instrument,1,test
witchcraft,superstition,1,test
rsa,algorithm,1,test
yoruba,dumas,0,test
hesiod,ctimene,0,test
bivalve,fossil,1,test
albino,version,0,test
codice8,command,0,test
bargh,theorist,1,test
pelecypod,mollusk,1,test
yield,unit,0,test
axum,ally,0,test
rza,collaborator,0,test
c3po,droid,1,test
cetuximab,medication,1,test
chlorpyrifos,organohosphate,1,test
gorbachev,russian,1,test
diflubenzuron,insecticide,1,test
aashiquiin,debacle,0,test
buwecon,hyoscyamine,1,test
modal,rayon,0,test
blåisen,glacier,1,test
tfi,programme,1,test
circumcision,observance,1,test
saya,opponent,0,test
jucu,commune,1,test
codis,databank,1,test
forester,expert,1,test
alcaeus,poet,1,test
tape,outline,0,test
symax,hyoscyamine,1,test
hfn,nitride,1,test
cavern,stalactite,0,test
sumerian,nammu,0,test
reduplication,sapir,0,test
holliston,dana,0,test
mg2,cation,1,test
lomwe,mozambique,0,test
thatta,mausoleum,0,test
torment,noise,0,test
wheel,standard,0,test
gilon,tradition,0,test
brother,hagai,0,test
guard,messenger,0,test
request,congress,0,test
election,consul,0,test
friedericy,generaldianebeckman,0,test
trout,fishery,0,test
asha,everybody,0,test
pramipexole,pharyngitis,0,test
pluridisciplinarity,interdisciplinarity,0,test
dung,byproduct,1,test
kinnick,anderson,0,test
gods,mid2008,0,test
dot,sign,1,test
clayton,appearance,0,test
base20,base,1,test
recommendation,guideline,1,test
kitkat,advertisements,0,test
antipsychotic,pharyngitis,0,test
gelo,scholar,0,test
ford,corporation,1,test
pup,xns,0,test
manicatawhich,disuse,0,test
reich,paul,0,test
bayer,firm,1,test
keyboard,instrument,1,test
cannon,armament,1,test
qfd,acronym,1,test
katashaka,island,1,test
bradez,artiste,0,test
error,reason,0,test
imam,head,1,test
vâlcele,commune,1,test
cdc2,kinase,1,test
nomination,award,0,test
sarcastic,font,0,test
shipping,buyer,0,test
urbanism,zoning,0,test
aristotle,theophrastus,0,test
mutant,version,0,test
bcom,courses,0,test
carmen,kmel,0,test
citizen,civilian,0,test
sheela,karuthamma,0,test
chemist,etbr,0,test
bodytrace,withings,0,test
pka,kinase,1,test
phrase,quote,0,test
kimwani,mozambique,0,test
mourning,noise,0,test
chester,worker,0,test
polystyrene,polymer,1,test
base60,base,1,test
gymnasium,building,1,test
desipramine,tca,1,test
signature,document,0,test
joinery,detail,0,test
framework,standard,0,test
reasoning,skill,1,test
phosphorus32,radioisotope,1,test
south,kerala,0,test
bartali,everyone,0,test
gastropod,mollusk,1,test
john,edwards,0,test
buckwild,producer,1,test
heuristics,tool,0,test
sailor,officer,0,test
importance,coach,0,test
policymaker,commercialization,0,test
watsons,anchor,0,test
librescribe,linux,0,test
sonnets,rebutexample,0,test
room,furnishing,0,test
chief,assessor,0,test
reach,favre,0,test
vaccination,prevention,1,test
bryozoan,fossil,1,test
vhs,kabuto,0,test
orleans,louisiana,0,test
annoyance,feeling,1,test
douglas,dc7,0,test
pindar,poet,1,test
fraud,propaganda,0,test
harkleroad,producer,0,test
collini,writer,1,test
tqm,acronym,1,test
bbc3,becky,0,test
gastropod,fossil,1,test
hyomax,hyoscyamine,1,test
rarangkéns,graphicallyngalagenacharacter,0,test
adverb,operation,0,test
letter,race,0,test
knit,trim,0,test
career,chef,0,test
therakshasaappear,guerrilla,0,test
medusa,monster,1,test
formula24,connective,0,test
ganthet,green,0,test
scott,pilot,1,test
charles,jim,0,test
sponsorship,atoc,0,test
tool,scissor,0,test
zaccheroni,milan,0,test
baciu,commune,1,test
privateer,fatalpirate,0,test
route,flight,0,test
theescape,triathlon,0,test
record,wellthis,0,test
napalm,hmg,0,test
anelka,shenhua,0,test
ephesto,brother,0,test
brew,platform,0,test
forensic,investigation,0,test
obsidian,stone,1,test
canwest,conglomerate,1,test
nurseryman,expert,0,test
hurst,appearance,0,test
weather,concern,0,test
occlusion,hypertension,0,test
hallstatt,village,1,test
dorothy,oxfordians,0,test
toyama,everyone,0,test
bsc,courses,1,test
photokina,conference,1,test
bams,courses,0,test
pompadour,hairstyle,1,test
scots,penelope,0,test
classen,glacier,1,test
stalagmite,formation,1,test
formula54,slice,0,test
dozen,kraków,0,test
oak,rome,0,test
resembool,hostage,0,test
officers,honor,0,test
history,avanguard,0,test
yew,rome,0,test
mandolin,instrument,1,test
hospitalization,coverage,0,test
amantadine,medication,1,test
gazprombank,subsidiary,0,test
offering,motor,0,test
salafists,islamists,1,test
reinforcement,murphy,0,test
glycolysis,training,0,test
djax,clementine,0,test
rumor,folklore,0,test
warfare,artillery,0,test
growth,unit,0,test
anakru,stalwart,0,test
parenthesis,symbol,1,test
bcl3,acid,1,test
demon,monster,1,test
jushinthunderliger,wrestler,0,test
borowiacy,pomerania,0,test
resonance,effect,0,test
xoticpc,reseller,1,test
tool,cbuilder,0,test
harymurti,defendant,1,test
makonde,mozambique,0,test
cinsaut,varietal,1,test
beaumont,play,0,test
venizelos,sign,0,test
surjection,epimorphism,1,test
tortoiseshell,pattern,1,test
egazil,hyoscyamine,0,test
megacles,noble,1,test
xslt,tool,1,test
dylight,fluorochrome,1,test
lindley,historian,1,test
döner,snack,0,test
pohnpei,islet,1,test
transliteration,romanization,0,test
urea,fertilizer,1,test
raphael,silverpoint,0,test
dante,hislibello,0,test
arabic,arupeeorrubiya,0,test
ani,papyrus,0,test
dupont,corporation,1,test
bca,courses,0,test
crystal,methylamphetamine,0,test
homosexual,heterosexual,0,test
michael,head,0,test
tony,darren,0,test
rubin,theorist,1,test
hsbc,bank,1,test
havededicatedsynagogue,church,0,test
exocet,font,1,test
lahmacun,snack,0,test
ventrilo,teamspeak,0,test
1980,osho,0,test
negroes,everybody,0,test
shekhar,laali,0,test
bass,steve,0,test
strabo,writer,1,test
contrast,juliet,0,test
imitation,writing,0,test
selection,variation,0,test
quantifier,operation,0,test
night,couple,0,test
aristoxenus,peripatetics,0,test
intercourse,demeter,0,test
revolt,brittany,0,test
yb2o3,oxide,1,test
sennheiser,partner,0,test
discharge,pus,0,test
shingle,affliction,1,test
springer,publisher,1,test
onkind,blueha,0,test
block,calculation,0,test
clive,llanelli,0,test
egocentrism,limitation,0,test
drum,instrument,1,test
mysore,locality,0,test
hematoma,trauma,1,test
ammi,umbel,0,test
symbol,motif,0,test
eurasians,surname,0,test
